  ra              dec             W(C18O)       AV               AV_sig          AV_n   N(C18O)           N(H2)              X(C18O)              W(N2H)         
  65.1045360587   27.0696944444   0.98527       6.71666129078    1.56818805671   12.0   9.76796678E14     6.31366161333E21   1.5471159809E-7      0.580913       
  65.1045360587   27.0801111111   0.96335       5.87726435919    1.54683914512   12.0   9.5506519E14      5.52462849763E21   1.72874101925E-7     0.3383104      
  65.1045360587   27.0905277778   0.88415       5.1954300572     1.53551597307   13.0   8.7654631E14      4.88370425377E21   1.79483904932E-7     0.2352658      
  65.1045360587   27.1009444444   0.79067       4.52093199711    1.52468152646   12.0   7.83870238E14     4.24967607728E21   1.84454114559E-7     0.14498843     
  65.1045360587   27.1113611111   0.66221       3.97015759916    1.52281324359   13.0   6.56514994E14     3.73194814321E21   1.75917501746E-7     0.215657       
  65.1045360587   27.1217777778   0.71285       3.37810992508    1.50999177925   13.0   7.0671949E14      3.17542332958E21   2.22559141459E-7     0.2765045      
  65.1045360587   27.1321944444   0.70948       2.76186065916    1.49530944551   14.0   7.03378472E14     2.59614901961E21   2.70931470685E-7     -0.0569534     
  65.1045360587   27.1426111111   0.54817       2.16415271499    1.46977153773   14.0   5.43455738E14     2.03430355209E21   2.67145843323E-7     0.00805181     
  65.1045360587   27.1530277778   0.040091      2.17394482067    1.46973927956   13.0   3.97462174E13     2.04350813143E21   1.94499922896E-8     0.091179273    
  65.1045360587   27.1634444444   -0.019386     2.17494839952    1.47837341522   16.0   -1.92192804E13    2.04445149555E21   -9.40070255609E-9    -0.0736085     
  65.1045360587   27.1738611111   0.31207       2.24324951381    1.49750457969   18.0   3.09386198E14     2.10865454298E21   1.46722088277E-7     -0.0150502     
  65.1045360587   27.1842777778   0.30036       2.34345906017    1.51888346968   22.0   2.97776904E14     2.20285151656E21   1.35177928136E-7     -0.1169203     
  65.1045360587   27.1946944444   0.18833       2.45362788076    1.54421037813   21.0   1.86710362E14     2.30641020791E21   8.09527990118E-8     -0.1847307     
  65.1045360587   27.2051111111   0.18576       2.43051013976    1.56241421354   25.0   1.84162464E14     2.28467953137E21   8.06075694518E-8     0.06898039     
  65.1045360587   27.2155277778   0.49801       2.34738165205    1.56637438538   25.0   4.93727114E14     2.20653875293E21   2.23756375611E-7     0.1307135      
  65.1045360587   27.2259444444   0.11599       2.04743224134    1.56486522528   27.0   1.14992486E14     1.92458630686E21   5.97491967963E-8     -0.0534058     
  65.1045360587   27.2363611111   -0.48247      1.77671878756    1.55494489128   26.0   -4.78320758E14    1.67011566031E21   -2.86399780188E-7    -0.2970895     
  65.1045360587   27.2467777778   -0.46943      1.54171776843    1.54354064203   24.0   -4.65392902E14    1.44921470233E21   -3.21134543593E-7    -0.2865282     
  65.1045360587   27.2571944444   -0.24936      1.321205053      1.52216460542   25.0   -2.47215504E14    1.24193274982E21   -1.99057077797E-7    -0.3217354     
  65.1045360587   27.2676111111   -0.63158      1.15774910919    1.50247497614   20.0   -6.26148412E14    1.08828416264E21   -5.7535378488E-7     -0.18035041    
  65.1045360587   27.2780277778   -0.73915      1.08832951385    1.48142721053   19.0   -7.3279331E14     1.02302974302E21   -7.16297170245E-7    -0.1875972     
  65.1045360587   27.2884444444   -0.77687      1.11965979983    1.45476216589   18.0   -7.70188918E14    1.0524802118400001E21 -7.31784701828E-7    -0.1160834     
  65.116292655    26.8613611111   0.37949       0.375071339954   1.45511901493   22.0   3.76226386E14     3.52567059557E20   1.06710589036E-6     -0.22537       
  65.116292655    26.8717777778   0.29581       0.193182877908   1.46362785833   18.0   2.93266034E14     1.81591905233E20   1.61497305523E-6     -0.14446       
  65.116292655    26.8821944444   0.17593       0.202811486078   1.48284349922   20.0   1.74417002E14     1.90642796914E20   9.14889021896E-7     0.0641417      
  65.116292655    26.8926111111   0.13156       0.404430789968   1.49914567755   22.0   1.30428584E14     3.8016494257E20    3.43084196871E-7     0.0628935      
  65.116292655    26.9030277778   0.10904       0.761081090899   1.51270093923   23.0   1.08102256E14     7.15416225445E20   1.51104003733E-7     0.1847311      
  65.116292655    26.9134444444   0.16897       1.12878564896    1.51553566619   19.0   1.67516858E14     1.06105851002E21   1.578771165E-7       0.05597635     
  65.116292655    26.9238611111   0.19854       1.40616206733    1.5118154401    18.0   1.96832556E14     1.32179234329E21   1.48913372814E-7     -0.04777683    
  65.116292655    26.9342777778   0.21489       1.59408157297    1.50174512329   17.0   2.13041946E14     1.49843667859E21   1.42176142004E-7     0.0297144      
  65.116292655    26.9446944444   0.28769       1.76947351778    1.50002054703   16.0   2.85215866E14     1.66330510671E21   1.71475374451E-7     0.04132955     
  65.116292655    26.9551111111   0.48678       1.97785314973    1.50136205615   17.0   4.82593692E14     1.85918196075E21   2.59573136029E-7     0.0157802      
  65.116292655    26.9655277778   0.49441       2.48144918716    1.51427435939   15.0   4.90158074E14     2.33256223593E21   2.10137190103E-7     -0.0317986     
  65.116292655    26.9759444444   0.5405        3.01417099603    1.52851775572   18.0   5.358517E14       2.83332073627E21   1.89124970266E-7     0.00452235     
  65.116292655    26.9863611111   0.69434       3.55812230815    1.53802900386   15.0   6.88368676E14     3.34463496966E21   2.05812796387E-7     0.10410159     
  65.116292655    26.9967777778   0.71692       3.72008582642    1.53433953523   15.0   7.10754488E14     3.49688067684E21   2.03253857848E-7     0.15784536     
  65.116292655    27.0071944444   0.60064       3.80087790803    1.53036853939   13.0   5.95474496E14     3.57282523354E21   1.66667680918E-7     0.0309852      
  65.116292655    27.0176111111   0.75193       4.31000831733    1.54234688348   14.0   7.45463402E14     4.05140781829E21   1.84001077017E-7     0.1802788      
  65.116292655    27.0280277778   1.2883        5.15650510895    1.55861516439   15.0   1.27722062E15     4.84711480242E21   2.6350121094E-7      0.2231161      
  65.116292655    27.0384444444   1.7614        6.4813792273     1.59091625821   13.0   1.74625196E15     6.09249647366E21   2.86623384609E-7     0.1730674      
  65.116292655    27.0488611111   1.4714        7.53938705695    1.61095942297   12.0   1.45874596E15     7.08702383353E21   2.05833364507E-7     0.5512096      
  65.116292655    27.0592777778   1.0543        7.70379543519    1.59245485687   9.0    1.04523302E15     7.24156770908E21   1.44337947526E-7     0.6160171      
  65.116292655    27.0696944444   0.90753       6.34417871949    1.55766668526   11.0   8.99725242E14     5.96352799633E21   1.50871303456E-7     0.3408455      
  65.116292655    27.0801111111   0.95837       5.28933280009    1.52745175948   12.0   9.50128018E14     4.97197283208E21   1.9109678393E-7      0.2644045      
  65.116292655    27.0905277778   0.89472       4.50366102158    1.50941182843   14.0   8.87025408E14     4.23344136028E21   2.09528214167E-7     0.18096545     
  65.116292655    27.1009444444   0.7463        3.8374350297     1.49493108359   13.0   7.3988182E14      3.60718892792E21   2.05113132355E-7     0.10743514     
  65.116292655    27.1113611111   0.62583       3.50719193777    1.4944589725    17.0   6.20447862E14     3.2967604215E21    1.88199257051E-7     0.08623734     
  65.116292655    27.1217777778   0.5758        3.28847427029    1.49174210329   17.0   5.7084812E14      3.09116581407E21   1.84670818175E-7     0.0974334      
  65.116292655    27.1321944444   0.64703       3.01260592752    1.49000736194   18.0   6.41465542E14     2.83184957187E21   2.2651822624E-7      0.0742186      
  65.116292655    27.1426111111   0.15772       2.66599208667    1.47704279382   20.0   1.56363608E14     2.50603256147E21   6.23948828135E-8     0.1194094      
  65.116292655    27.1530277778   -0.43566      2.51804042009    1.4708345798    18.0   -4.31913324E14    2.36695799489E21   -1.82476125446E-7    0.1469244      
  65.116292655    27.1634444444   -0.0635659    2.34467201297    1.46846766668   19.0   -6.301923326E13   2.20399169219E21   -2.85932263189E-8    -0.07599234    
  65.116292655    27.1738611111   0.13422       2.22687961589    1.4746554618    21.0   1.33065708E14     2.09326683893E21   6.35684402605E-8     -0.075447119   
  65.116292655    27.1842777778   0.0480646     2.20787621721    1.48951933863   24.0   4.765124444E13    2.07540364417E21   2.29599888069E-8     -0.27105369    
  65.116292655    27.1946944444   -0.10613      2.21400994268    1.51221921134   20.0   -1.05217282E14    2.08116934611E21   -5.05568094189E-8    -0.4196045     
  65.116292655    27.2051111111   0.0909394     2.22002547461    1.53389909141   23.0   9.015732116E13    2.08682394614E21   4.32031275695E-8     0.0366277      
  65.116292655    27.2155277778   0.71453       2.187627679      1.54383359768   22.0   7.08385042E14     2.05637001826E21   3.44483257249E-7     0.125866       
  65.116292655    27.2259444444   0.5785        1.94018648007    1.54996811011   25.0   5.735249E14       1.82377529126E21   3.14471252433E-7     -0.3340281     
  65.116292655    27.2363611111   0.25118       1.69015622767    1.54618281066   25.0   2.49019852E14     1.58874685401E21   1.56739792354E-7     -0.38227       
  65.116292655    27.2467777778   0.0714236     1.43834628637    1.5399903875    24.0   7.080935704E13    1.35204550919E21   5.2372021917E-8      -0.13614969    
  65.116292655    27.2571944444   -0.27853      1.21157157264    1.52555338673   22.0   -2.76134642E14    1.13887727828E21   -2.42462157483E-7    -0.4711541     
  65.116292655    27.2676111111   -0.39061      1.02920880506    1.50915782218   18.0   -3.87250754E14    9.67456276753E20   -4.00277266586E-7    -0.3141521     
  65.116292655    27.2780277778   -0.51304      0.994703099278   1.48991774559   17.0   -5.08627856E14    9.35020913321E20   -5.43974844577E-7    -0.3036404     
  65.116292655    27.2884444444   -0.57782      1.01886670408    1.4632350289    16.0   -5.72850748E14    9.57734701831E20   -5.98130930105E-7    -0.3068517     
  65.1280492513   26.8613611111   0.27318       0.279027871611   1.4700498688    21.0   2.70830652E14     2.62286199315E20   1.03257682908E-6     -0.0108436     
  65.1280492513   26.8717777778   0.21969       0.0793678273565  1.47325700568   18.0   2.17800666E14     7.46057577151E19   2.91935465399E-6     0.0323355      
  65.1280492513   26.8821944444   0.15724       0.0644404467474  1.48335055406   20.0   1.55887736E14     6.05740199426E19   2.57350818301E-6     0.18804034     
  65.1280492513   26.8926111111   0.14066       0.162918598925   1.48962911952   23.0   1.39450324E14     1.53143482989E20   9.10586080961E-7     0.259681547    
  65.1280492513   26.9030277778   0.10175       0.444130052492   1.49704750059   23.0   1.0087495E14      4.17482249343E20   2.41626919848E-7     0.1323106      
  65.1280492513   26.9134444444   0.14578       0.738026349195   1.49915790233   20.0   1.44526292E14     6.93744768244E20   2.08327757723E-7     -0.1422949     
  65.1280492513   26.9238611111   0.10595       1.01134073208    1.49816237215   20.0   1.0503883E14      9.50660288155E20   1.10490394212E-7     -0.07305428    
  65.1280492513   26.9342777778   0.12369       1.23297161362    1.4913833254    19.0   1.22626266E14     1.1589933168E21    1.058041183E-7       0.0508714      
  65.1280492513   26.9446944444   0.17921       1.48849353447    1.4936324418    17.0   1.77668794E14     1.3991839224E21    1.26980299842E-7     0.075845       
  65.1280492513   26.9551111111   0.35701       1.76845605033    1.49904591195   18.0   3.53939714E14     1.66234868731E21   2.12915447103E-7     0.0435997      
  65.1280492513   26.9655277778   0.44929       2.32371891747    1.51545336262   15.0   4.45426106E14     2.18429578242E21   2.03922064761E-7     -0.0550370708  
  65.1280492513   26.9759444444   0.45623       2.91687973978    1.5314456733    16.0   4.52306422E14     2.7418669554E21    1.64962935605E-7     -0.0179589     
  65.1280492513   26.9863611111   0.57601       3.6459883873     1.54497669983   13.0   5.71056314E14     3.42722908407E21   1.66623327473E-7     0.12579574     
  65.1280492513   26.9967777778   0.61764       4.0077867839     1.54210384794   13.0   6.12328296E14     3.76731957687E21   1.62536860361E-7     0.2099617      
  65.1280492513   27.0071944444   0.62923       4.31038504167    1.53781278219   10.0   6.23818622E14     4.05176193917E21   1.53962308587E-7     0.1052627      
  65.1280492513   27.0176111111   0.77308       4.92298225499    1.54532838107   11.0   7.66431512E14     4.62760331969E21   1.65621696384E-7     0.1122911      
  65.1280492513   27.0280277778   1.2878        5.76432001852    1.55800985439   12.0   1.27672492E15     5.41846081741E21   2.35625016591E-7     0.2781814      
  65.1280492513   27.0384444444   1.7588        6.91062085088    1.58358682453   10.0   1.74367432E15     6.49598359983E21   2.68423448613E-7     0.3175374      
  65.1280492513   27.0488611111   1.4642        7.54174716391    1.59660143634   11.0   1.45160788E15     7.08924233407E21   2.04762062234E-7     0.5608028      
  65.1280492513   27.0592777778   1.0447        7.38548667771    1.57884443703   10.0   1.03571558E15     6.94235747705E21   1.49187877954E-7     0.5008674      
  65.1280492513   27.0696944444   0.83824       6.07495791178    1.54716574168   14.0   8.31031136E14     5.71046043708E21   1.45527868577E-7     0.2368476      
  65.1280492513   27.0801111111   0.83273       5.1179058895     1.51738074305   15.0   8.25568522E14     4.81083153613E21   1.71606200674E-7     0.259515       
  65.1280492513   27.0905277778   0.87738       4.55463006764    1.50242003712   19.0   8.69834532E14     4.28135226358E21   2.03168176419E-7     0.1199328      
  65.1280492513   27.1009444444   0.80508       4.15628767863    1.49168756082   18.0   7.98156312E14     3.90691041791E21   2.0429347659E-7      0.0021512      
  65.1280492513   27.1113611111   0.68905       4.05832710638    1.49477727      22.0   6.8312417E14      3.81482748E21      1.79070789854E-7     -0.0544227     
  65.1280492513   27.1217777778   0.49357       4.02714573545    1.49936794807   22.0   4.89325298E14     3.78551699132E21   1.29262475673E-7     -0.02380641    
  65.1280492513   27.1321944444   0.37163       3.82422390887    1.50340314039   23.0   3.68433982E14     3.59477047434E21   1.02491656875E-7     0.07347351     
  65.1280492513   27.1426111111   0.00651011    3.4015196887     1.49479920384   25.0   6.454123054E12    3.19742850738E21   2.01853553226E-9     0.0546467      
  65.1280492513   27.1530277778   -0.15101      3.05573110501    1.4854202703    21.0   -1.49711314E14    2.87238723871E21   -5.21208672641E-8    0.045998       
  65.1280492513   27.1634444444   0.23091       2.7415400465     1.47526390125   21.0   2.28924174E14     2.57704764371E21   8.8831952548E-8      -0.0212538     
  65.1280492513   27.1738611111   0.17687       2.44468218966    1.47014727896   21.0   1.75348918E14     2.29800125828E21   7.63049704033E-8     -0.0723344     
  65.1280492513   27.1842777778   0.0884349     2.33356914182    1.47857288506   25.0   8.767435986E13    2.19355499331E21   3.99690730925E-8     -0.13825506    
  65.1280492513   27.1946944444   -0.28063      2.23185977271    1.49431876125   20.0   -2.78216582E14    2.09794818635E21   -1.32613657387E-7    -0.22449195    
  65.1280492513   27.2051111111   -0.2159       2.23987838992    1.51465711004   23.0   -2.1404326E14     2.10548568653E21   -1.01659802947E-7    -0.0258148     
  65.1280492513   27.2155277778   0.45222       2.24384180975    1.52693348049   21.0   4.48330908E14     2.10921130117E21   2.12558555775E-7     -0.1048264     
  65.1280492513   27.2259444444   0.66289       2.05708279966    1.53669777896   25.0   6.57189146E14     1.9336578316799999E21 3.39868375487E-7     -0.4697        
  65.1280492513   27.2363611111   0.0270675     1.83382953067    1.53636336467   25.0   2.68347195E13     1.72379975883E21   1.55671906569E-8     -0.4810984     
  65.1280492513   27.2467777778   -0.57861      1.57985062407    1.53216098773   26.0   -5.73633954E14    1.48505958662E21   -3.86269991566E-7    -0.1660511     
  65.1280492513   27.2571944444   -0.68616      1.36809649508    1.52048442619   26.0   -6.80259024E14    1.28601070537E21   -5.28968399064E-7    -0.2880202     
  65.1280492513   27.2676111111   -0.26276      1.19855434971    1.50330835596   22.0   -2.60500264E14    1.12664108873E21   -2.31218501266E-7    -0.284064      
  65.1280492513   27.2780277778   -0.54516      1.24899060494    1.4867274437    23.0   -5.40471624E14    1.17405116865E21   -4.60347588277E-7    -0.1519203     
  65.1280492513   27.2884444444   -0.66107      1.30473564995    1.46525494736   21.0   -6.55384798E14    1.22645151095E21   -5.34374813964E-7    -0.2170785     
  65.1398058476   26.8613611111   0.16411       0.307219647088   1.50874256318   19.0   1.62698654E14     2.88786468263E20   5.63387387846E-7     0.0489696      
  65.1398058476   26.8717777778   0.0991115     0.0692728167604  1.49743873553   17.0   9.82591411E13     6.51164477548E19   1.50897575786E-6     0.0414226      
  65.1398058476   26.8821944444   0.0542772     -0.01281258834   1.4910485757    20.0   5.381041608E13    -1.2043833039600001E19 -4.46788127193E-6    0.19955926     
  65.1398058476   26.8926111111   0.0540377     -0.0203834589312 1.48334053737   19.0   5.357297578E13    -1.91604513953E19  -2.79601845879E-6    0.2565858      
  65.1398058476   26.9030277778   0.10762       0.203357072228   1.48489822583   19.0   1.06694468E14     1.91155647894E20   5.58154933822E-7     0.1495231      
  65.1398058476   26.9134444444   0.19685       0.437082683569   1.48526328427   18.0   1.9515709E14      4.10857722554E20   4.74999201151E-7     -0.07911787    
  65.1398058476   26.9238611111   0.0749764     0.686754217065   1.48554325636   18.0   7.433160296E13    6.45548964041E20   1.15144794741E-7     -0.02854054    
  65.1398058476   26.9342777778   0.0403497     0.949012876225   1.48206268258   17.0   4.000269258E13    8.92072103651E20   4.48424431347E-8     0.0858755      
  65.1398058476   26.9446944444   0.20744       1.27976579909    1.48686608933   17.0   2.05656016E14     1.20297985115E21   1.7095549506E-7      0.1368464      
  65.1398058476   26.9551111111   0.32609       1.6464638416     1.49480487067   17.0   3.23285626E14     1.54767601111E21   2.08884562195E-7     0.0527328      
  65.1398058476   26.9655277778   0.3726        2.2390353225     1.51050372654   14.0   3.6939564E14      2.10469320315E21   1.7551044468E-7      0.002874534    
  65.1398058476   26.9759444444   0.40852       2.8332106135     1.52427541525   17.0   4.05006728E14     2.66321797669E21   1.52074194281E-7     0.039172445    
  65.1398058476   26.9863611111   0.54045       3.5545905355     1.53643177145   14.0   5.3580213E14      3.34131510337E21   1.60356660005E-7     0.221263626    
  65.1398058476   26.9967777778   0.51477       3.98479656015    1.53468147176   14.0   5.10342978E14     3.74570876654E21   1.36247372609E-7     0.3068463      
  65.1398058476   27.0071944444   0.57537       4.44016398939    1.53232218481   11.0   5.70421818E14     4.17375415003E21   1.36668763299E-7     0.1577115      
  65.1398058476   27.0176111111   0.82303       5.09282124237    1.53751304295   12.0   8.15951942E14     4.78725196783E21   1.70442656347E-7     0.16400291     
  65.1398058476   27.0280277778   1.2605        5.94386027992    1.54875811135   12.0   1.2496597E15      5.58722866313E21   2.23663604149E-7     0.28703832     
  65.1398058476   27.0384444444   1.6447        6.97408387394    1.56859626308   11.0   1.63055558E15     6.5556388415E21    2.48725657319E-7     0.3571324      
  65.1398058476   27.0488611111   1.3815        7.33241161184    1.57707810662   11.0   1.3696191E15      6.89246691513E21   1.98712466358E-7     0.4653664      
  65.1398058476   27.0592777778   0.98767       7.02343107676    1.55731480299   12.0   9.79176038E14     6.60202521215E21   1.48314495406E-7     0.4067302      
  65.1398058476   27.0696944444   0.82333       5.89037213643    1.52500253903   17.0   8.16249362E14     5.53694980825E21   1.47418595123E-7     0.1730051      
  65.1398058476   27.0801111111   0.86618       5.15146318539    1.49455362992   18.0   8.58730852E14     4.84237539426E21   1.7733669575E-7      0.21632        
  65.1398058476   27.0905277778   0.87659       4.88464320449    1.48499079098   21.0   8.69051326E14     4.59156461222E21   1.89271283189E-7     0.1346526      
  65.1398058476   27.1009444444   0.82806       4.73897495333    1.48063203658   20.0   8.20938684E14     4.45463645613E21   1.84288592814E-7     0.02478068     
  65.1398058476   27.1113611111   0.72667       4.72002843748    1.49177165061   25.0   7.20420638E14     4.43682673123E21   1.62372948425E-7     0.016365731    
  65.1398058476   27.1217777778   0.54158       4.70737120969    1.50594379507   26.0   5.36922412E14     4.4249289371E21    1.21340346847E-7     0.0416189      
  65.1398058476   27.1321944444   0.4172        4.49344174587    1.51766077355   27.0   4.1361208E14      4.22383524112E21   9.7923346056E-8      0.02442632     
  65.1398058476   27.1426111111   0.11303       4.00012057024    1.51579629184   27.0   1.12057942E14     3.76011333602E21   2.9801745848E-8      -0.0844094     
  65.1398058476   27.1530277778   0.23614       3.5575451507     1.50685894401   21.0   2.34109196E14     3.34409244166E21   7.00067955907E-8     -0.0567026     
  65.1398058476   27.1634444444   0.58282       3.13999659426    1.49199525153   22.0   5.77807748E14     2.95159679861E21   1.95761070168E-7     -0.0654581     
  65.1398058476   27.1738611111   0.21175       2.69384360938    1.47852643289   23.0   2.0992895E14      2.53221299282E21   8.29033539418E-8     -0.0800019     
  65.1398058476   27.1842777778   -0.22358      2.46982817314    1.48060413648   28.0   -2.21657212E14    2.32163848275E21   -9.54744735869E-8    -0.1552392     
  65.1398058476   27.1946944444   -0.21618      2.27178436506    1.491180316     22.0   -2.14320852E14    2.13547730316E21   -1.00362036947E-7    -0.2346396     
  65.1398058476   27.2051111111   -0.22534      2.27074176601    1.50836618249   23.0   -2.23402076E14    2.13449726004E21   -1.04662620178E-7    -0.1416724     
  65.1398058476   27.2155277778   0.18542       2.30781627542    1.5214257087    20.0   1.83825388E14     2.1693472989E21    8.47376480904E-8     -0.33099       
  65.1398058476   27.2259444444   0.30284       2.21657803148    1.53223788228   23.0   3.00235576E14     2.08358334959E21   1.44095783862E-7     -0.57297       
  65.1398058476   27.2363611111   -0.13988      2.05474247515    1.53392247906   24.0   -1.38677032E14    1.93145792664E21   -7.17991472074E-8    -0.4625986     
  65.1398058476   27.2467777778   -0.47714      1.82917496401    1.52862412827   24.0   -4.73036596E14    1.71942446617E21   -2.75113333157E-7    -0.2472589     
  65.1398058476   27.2571944444   -0.56398      1.64584074209    1.51673820104   25.0   -5.59129772E14    1.54709029756E21   -3.61407328894E-7    -0.0858449     
  65.1398058476   27.2676111111   -0.41177      1.50042785564    1.49701744045   20.0   -4.08228778E14    1.4104021843E21    -2.89441396605E-7    -0.04784215    
  65.1398058476   27.2780277778   -0.49567      1.58095638235    1.48261962793   22.0   -4.91407238E14    1.48609899941E21   -3.30669247605E-7    -0.0577244     
  65.1398058476   27.2884444444   -0.26707      1.63425631976    1.46769629877   21.0   -2.64773198E14    1.53620094057E21   -1.72355836406E-7    -0.170595      
  65.1515624439   26.8613611111   0.0411554     0.480072679624   1.53925401489   24.0   4.080146356E13    4.51268318846E20   9.04150853406E-8     0.1317437      
  65.1515624439   26.8717777778   0.00288841    0.227322405345   1.52041452654   22.0   2.863569674E12    2.13683061025E20   1.34010139141E-8     0.062413       
  65.1515624439   26.8821944444   0.0375787     0.0886210543972  1.5022548454    26.0   3.725552318E13    8.33037911333E19   4.47224822222E-7     0.1519372      
  65.1515624439   26.8926111111   0.0512672     0.0204779198082  1.48410959029   23.0   5.082630208E13    1.92492446197E19   2.6404309927E-6      0.1219481      
  65.1515624439   26.9030277778   0.0355115     0.197856681696   1.48036119441   23.0   3.52061011E13     1.85985280794E20   1.89295093406E-7     0.1313257      
  65.1515624439   26.9134444444   0.12551       0.382282434118   1.47815822197   21.0   1.24430614E14     3.59345488071E20   3.46270144278E-7     -0.0540901     
  65.1515624439   26.9238611111   0.0791344     0.635654675362   1.48221324194   21.0   7.845384416E13    5.9751539484E20    1.31300121867E-7     -0.0487877     
  65.1515624439   26.9342777778   0.0404802     0.951800121101   1.48623444415   21.0   4.013207028E13    8.94692113835E20   4.48557326698E-8     0.076774951    
  65.1515624439   26.9446944444   0.2065        1.32435432769    1.49650813753   20.0   2.047241E14       1.24489306803E21   1.64451152679E-7     0.0697637      
  65.1515624439   26.9551111111   0.32329       1.72632056298    1.5089220647    20.0   3.20509706E14     1.6227413292E21    1.97511273197E-7     -0.0437138     
  65.1515624439   26.9655277778   0.39582       2.23106675284    1.52133373902   16.0   3.92415948E14     2.09720274767E21   1.87113977624E-7     -0.03759664    
  65.1515624439   26.9759444444   0.47237       2.70734497437    1.52461783914   18.0   4.68307618E14     2.54490427591E21   1.84017773255E-7     -0.04864513    
  65.1515624439   26.9863611111   0.58711       3.32031181861    1.52400802848   17.0   5.82060854E14     3.12109310949E21   1.86492627288E-7     0.156263       
  65.1515624439   26.9967777778   0.5049        3.97904637446    1.51774115356   18.0   5.0055786E14      3.74030359199E21   1.33828136591E-7     0.217707       
  65.1515624439   27.0071944444   0.58372       4.76650510482    1.51137163235   14.0   5.78700008E14     4.48051479853E21   1.29159267187E-7     0.135449       
  65.1515624439   27.0176111111   0.99112       5.71409416035    1.51989788917   13.0   9.82596368E14     5.37124851073E21   1.82936307273E-7     0.175916       
  65.1515624439   27.0280277778   1.442         6.72931792915    1.5369314158    12.0   1.4295988E15      6.3255588534E21    2.26003556861E-7     0.3216044      
  65.1515624439   27.0384444444   1.6569        7.69331342909    1.55798324841   11.0   1.64265066E15     7.23171462334E21   2.27145392975E-7     0.34687359     
  65.1515624439   27.0488611111   1.3298        7.65038495992    1.56744960419   11.0   1.31836372E15     7.19136186233E21   1.83326016023E-7     0.27191923     
  65.1515624439   27.0592777778   0.96489       7.0145878575     1.54551492364   11.0   9.56591946E14     6.59371258605E21   1.45076378977E-7     0.2293198      
  65.1515624439   27.0696944444   0.83579       5.88085982427    1.50458161469   15.0   8.28602206E14     5.52800823482E21   1.49891637422E-7     0.0759681      
  65.1515624439   27.0801111111   0.89241       5.30421949002    1.47099405403   16.0   8.84735274E14     4.98596632062E21   1.77445096318E-7     0.1649926      
  65.1515624439   27.0905277778   0.85955       5.33401296106    1.47215071857   20.0   8.5215787E14      5.0139721834E21    1.69956640929E-7     0.0927241      
  65.1515624439   27.1009444444   0.87382       5.35948365643    1.47684752537   19.0   8.66305148E14     5.03791463704E21   1.71957091458E-7     -0.0055441     
  65.1515624439   27.1113611111   0.88858       5.31896910194    1.49639850664   24.0   8.80938212E14     4.99983095582E21   1.761935993E-7       0.0802558      
  65.1515624439   27.1217777778   0.73389       5.23480839094    1.51733487569   25.0   7.27578546E14     4.92071988748E21   1.47860183599E-7     0.03744666     
  65.1515624439   27.1321944444   0.56166       4.95129819684    1.53227899915   27.0   5.56829724E14     4.65422030503E21   1.1963974361E-7      -0.0448061     
  65.1515624439   27.1426111111   0.44887       4.41641557344    1.53509771498   29.0   4.45009718E14     4.15143063904E21   1.07194304011E-7     -0.0153706     
  65.1515624439   27.1530277778   0.52593       3.88850196805    1.53152904571   25.0   5.21407002E14     3.65519184996E21   1.42648326928E-7     -0.01195537    
  65.1515624439   27.1634444444   0.65422       3.35787622967    1.51787788352   26.0   6.48593708E14     3.15640365589E21   2.05485032559E-7     -0.015991      
  65.1515624439   27.1738611111   0.44778       2.76244478692    1.50520209994   24.0   4.43929092E14     2.5966980997E21    1.70959069925E-7     -0.1203949     
  65.1515624439   27.1842777778   0.12178       2.41373150605    1.50791035306   29.0   1.20732692E14     2.26890761569E21   5.32118148686E-8     -0.1016329     
  65.1515624439   27.1946944444   0.11209       2.1358835812     1.51530040406   24.0   1.11126026E14     2.00773056633E21   5.53490731593E-8     -0.13257802    
  65.1515624439   27.2051111111   -0.11784      2.14526148112    1.52521344599   23.0   -1.16826576E14    2.01654579226E21   -5.79340059862E-8    -0.14883       
  65.1515624439   27.2155277778   0.0461181     2.25064437143    1.53437537265   19.0   4.572148434E13    2.11560570915E21   2.16115338233E-8     -0.40226       
  65.1515624439   27.2259444444   -0.00631883   2.30530361291    1.54093032746   20.0   -6.264488062E12   2.16698539613E21   -2.89087691739E-9    -0.4520197     
  65.1515624439   27.2363611111   -0.0752004    2.2745982846     1.53995198948   19.0   -7.455367656E13   2.13812238752E21   -3.48687600836E-8    -0.3561385     
  65.1515624439   27.2467777778   -0.0599682    2.1119812023     1.52969838948   19.0   -5.945247348E13   1.98526233016E21   -2.99469105804E-8    -0.2689788     
  65.1515624439   27.2571944444   -0.35391      1.94014274043    1.51167363289   20.0   -3.50866374E14    1.8237341759999999E21 -1.92388988821E-7    -0.1035762     
  65.1515624439   27.2676111111   0.11226       1.79606574692    1.48571029589   15.0   1.11294564E14     1.6883018021E21    6.59210123815E-8     0.0829643      
  65.1515624439   27.2780277778   0.0661427     1.844034059      1.47254032117   18.0   6.557387278E13    1.73339201546E21   3.78297997194E-8     -0.187045      
  65.1515624439   27.2884444444   0.15411       1.85313791868    1.46185130259   19.0   1.52784654E14     1.74194964356E21   8.77089958169E-8     -0.1543562     
  65.1633190402   26.8613611111   0.0710613     0.624582382446   1.54626699622   26.0   7.045017282E13    5.87107439499E20   1.19995367254E-7     -0.0993156     
